STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",4/22/2004,11.41,0,,,45,54,35,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",4/23/2004,4.92,0,,,50,65,35,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",4/24/2004,11.41,0.45,,,45,53,37,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",4/25/2004,14.99,0.01,,,51,61,40,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",4/26/2004,16.11,0,,,50,59,40,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",4/27/2004,10.07,0,,,42,52,31,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",4/28/2004,21.25,0,,,63,80,46,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",4/29/2004,17.9,0.12,,,67,76,58,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",4/30/2004,8.5,0.15,,,51,58,43,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/1/2004,7.83,0.02,,,45,50,40,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/2/2004,8.72,0,,,42,53,30,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/3/2004,5.37,0,,,41,55,27,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/4/2004,14.99,0,,,54,67,41,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/5/2004,7.38,0,,,52,69,35,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/6/2004,9.17,0,,,68,85,51,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/7/2004,15.88,0.1,,,53,58,47,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/8/2004,9.62,0,,,67,84,49,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/9/2004,12.3,0,,,71,86,55,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/10/2004,8.28,0.23,,,69,81,57,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/11/2004,9.17,0,,,68,81,54,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/12/2004,12.97,0.42,,,75,83,66,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/13/2004,8.05,0.52,,,71,76,65,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/14/2004,9.62,0.89,,,58,66,49,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/15/2004,6.93,0,,,50,59,41,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/16/2004,6.71,0,,,54,69,38,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/17/2004,12.75,0.02,,,69,79,58,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/18/2004,8.5,0.41,,,56,65,46,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/19/2004,7.61,0,,,57,71,42,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/20/2004,10.51,0.44,,,76,84,67,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/21/2004,10.29,0.71,,,64,77,50,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/22/2004,10.29,0.22,,,67,77,57,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/23/2004,15.88,0.03,,,68,79,56,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/24/2004,11.63,0,,,57,66,48,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/25/2004,8.5,0.19,,,58,69,47,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/26/2004,5.59,0,,,57,65,48,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/27/2004,9.84,0,,,63,77,48,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/28/2004,8.28,0,,,54,64,44,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/29/2004,7.83,0,,,59,69,48,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/30/2004,10.51,1.64,,,67,74,60,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",5/31/2004,13.2,0.19,,,61,67,55,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/1/2004,13.65,0,,,65,75,54,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/2/2004,6.93,0.24,,,57,67,47,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/3/2004,8.5,0,,,58,71,44,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/4/2004,5.59,0,,,58,74,42,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/5/2004,2.91,0,,,61,77,45,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/6/2004,9.4,0,,,73,82,63,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/7/2004,12.97,0,,,74,87,60,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/8/2004,12.3,0,,,80,90,70,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/9/2004,12.75,0.02,,,77,85,69,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/10/2004,9.17,0.84,,,69,75,63,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/11/2004,6.71,0.66,,,76,84,68,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/12/2004,7.61,0.74,,,73,82,63,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/13/2004,10.96,0,,,72,80,64,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/14/2004,8.72,0.13,,,74,82,65,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/15/2004,4.03,0,,,71,80,62,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/16/2004,4.47,0,,,71,82,59,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/17/2004,8.5,0.01,,,73,81,65,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/18/2004,7.16,0,,,70,79,61,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/19/2004,8.72,0,,,58,65,50,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/20/2004,5.82,0,,,61,72,49,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/21/2004,6.49,0.64,,,63,67,58,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/22/2004,9.4,0,,,64,73,54,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/23/2004,14.09,0.03,,,67,81,53,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/24/2004,6.93,0.13,,,60,67,52,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/25/2004,5.82,0,,,60,70,50,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/26/2004,6.04,0,,,63,75,50,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/27/2004,5.14,0,,,65,78,52,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/28/2004,6.49,0.04,,,65,74,56,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/29/2004,6.49,0,,,67,80,53,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",6/30/2004,4.7,0,,,69,81,57,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/1/2004,3.58,0,,,71,84,57,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/2/2004,9.17,0,,,71,84,57,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/3/2004,8.72,0.38,,,76,85,66,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/4/2004,12.53,0.06,,,76,82,69,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/5/2004,8.72,0.05,,,70,78,61,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/6/2004,12.53,0.05,,,73,82,63,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/7/2004,11.41,0.05,,,64,69,59,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/8/2004,8.05,0.01,,,64,76,52,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/9/2004,7.61,0.64,,,68,77,59,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/10/2004,5.14,0,,,73,84,62,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/11/2004,6.26,0.1,,,74,86,61,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/12/2004,6.71,0,,,76,84,67,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/13/2004,7.83,0,,,76,86,66,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/14/2004,9.17,0,,,72,80,63,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/15/2004,5.59,0,,,70,82,57,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/16/2004,6.49,0,,,73,82,63,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/17/2004,11.18,0,,,68,78,58,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/18/2004,5.59,0,,,68,80,55,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/19/2004,5.82,0,,,69,81,57,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/20/2004,6.93,0,,,78,88,67,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/21/2004,8.5,0.01,,,79,84,73,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/22/2004,8.28,0.55,,,77,89,65,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/23/2004,10.29,0,,,63,73,52,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/24/2004,7.16,0,,,60,70,50,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/25/2004,8.5,0,,,65,74,56,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/26/2004,7.16,0.09,,,65,76,54,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/27/2004,5.82,0,,,68,80,55,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/28/2004,5.37,0,,,69,82,56,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/29/2004,8.05,0,,,72,81,62,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/30/2004,6.93,0.07,,,68,72,64,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/31/2004,6.04,0.01,,,0,,,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/1/2004,7.61,0,,,72,87,57,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/2/2004,5.82,0.04,,,76,85,66,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/3/2004,5.82,0.93,,,78,90,65,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/4/2004,10.74,0.23,,,66,75,57,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/5/2004,12.3,0,,,63,73,53,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/6/2004,4.7,0,,,62,75,48,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/7/2004,3.13,0,,,63,75,50,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/8/2004,6.04,0,,,68,79,56,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/9/2004,11.41,0,,,73,84,62,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/10/2004,11.41,0,,,62,65,58,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/11/2004,10.74,0,,,56,62,50,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/12/2004,7.61,0,,,56,63,48,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/13/2004,4.92,0,,,61,72,50,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/14/2004,6.93,0,,,59,71,46,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/15/2004,2.91,0,,,60,76,44,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/16/2004,6.26,0.01,,,63,77,49,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/17/2004,7.61,0.18,,,70,81,59,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/18/2004,7.61,0.34,,,67,76,58,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/19/2004,7.83,0,,,63,71,54,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/20/2004,3.13,0,,,65,74,55,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/21/2004,4.7,0,,,61,73,49,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/22/2004,9.62,0,,,64,80,48,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/23/2004,8.05,0,,,73,83,62,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/24/2004,9.62,0.12,,,73,81,65,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/25/2004,9.17,0.09,,,70,74,65,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/26/2004,11.86,0.03,,,74,82,66,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/27/2004,6.71,0.63,,,77,84,69,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/28/2004,10.74,1.26,,,65,73,57,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/29/2004,8.05,0,,,63,71,54,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/30/2004,3.8,0,,,63,76,49,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/31/2004,2.46,0.01,,,67,80,53,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/1/2004,3.36,0,,,68,81,54,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/2/2004,5.59,0,,,72,83,61,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/3/2004,1.79,0.01,,,71,82,59,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/4/2004,3.13,0,,,72,84,59,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/5/2004,8.95,0,,,76,85,67,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/6/2004,10.74,0.04,,,67,79,55,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/7/2004,8.72,0,,,63,73,52,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/8/2004,12.08,0,,,61,70,51,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/9/2004,6.26,0.01,,,64,75,52,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/10/2004,3.8,0,,,64,79,49,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/11/2004,5.14,0,,,68,82,54,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/12/2004,3.13,0,,,69,84,54,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/13/2004,7.61,0,,,70,85,55,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/14/2004,11.41,0,,,75,85,64,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/15/2004,14.76,0.33,,,76,84,68,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/16/2004,7.61,0,,,61,71,51,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/17/2004,8.28,0,,,59,70,47,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/18/2004,5.37,0,,,62,76,48,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/19/2004,7.83,0,,,66,78,54,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/20/2004,7.61,0,,,64,77,50,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/21/2004,6.49,0,,,66,81,50,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/22/2004,4.25,0,,,65,81,48,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/23/2004,6.93,0,,,68,84,51,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/24/2004,8.95,0,,,68,81,55,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/25/2004,5.59,0,,,61,73,49,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/26/2004,3.36,0,,,57,73,41,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/27/2004,1.57,0,,,59,76,42,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/28/2004,16.55,0,,,57,67,47,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/29/2004,6.04,0,,,54,67,41,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/30/2004,2.24,0,,,53,71,35,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/1/2004,11.18,0.43,,,60,75,44,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/2/2004,9.17,0.01,,,46,57,35,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/3/2004,11.41,0,,,50,69,31,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/4/2004,8.95,0,,,44,56,31,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/5/2004,5.82,0,,,43,59,27,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/6/2004,5.82,0,,,57,75,38,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/7/2004,8.05,0,,,60,76,44,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/8/2004,11.41,1.12,,,61,67,54,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/9/2004,4.92,0,,,55,69,41,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/10/2004,6.93,0,,,50,63,36,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/11/2004,7.38,0,,,51,64,37,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/12/2004,7.61,0,,,48,60,36,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/13/2004,7.83,0,,,54,61,46,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/14/2004,8.28,0.14,,,50,55,44,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/15/2004,12.53,0.03,,,49,54,43,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/16/2004,17.45,0,,,40,45,35,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/17/2004,7.61,0,,,42,55,28,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/18/2004,11.41,0.01,,,42,52,31,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/19/2004,9.4,0.01,,,50,52,48,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/20/2004,7.38,0,,,51,52,50,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/21/2004,8.28,0,,,52,60,44,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/22/2004,10.74,0.08,,,54,62,45,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/23/2004,16.11,1.03,,,64,75,53,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/24/2004,5.59,0,,,54,66,41,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/25/2004,4.47,0,,,56,73,38,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/26/2004,8.95,0.01,,,56,60,51,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/27/2004,8.5,0,,,55,64,45,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/28/2004,7.61,0.01,,,52,61,43,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/29/2004,12.08,0.53,,,69,76,61,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/30/2004,21.25,0.2,,,59,70,47,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/31/2004,8.28,0,,,49,56,41,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/1/2004,12.08,0.88,,,47,49,45,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/2/2004,11.18,0.01,,,42,48,35,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/3/2004,8.95,0.15,,,45,53,36,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/4/2004,11.63,0.37,,,45,51,39,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/5/2004,12.3,0,,,42,53,31,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/6/2004,10.74,0,,,52,64,39,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/7/2004,10.96,0,,,44,56,31,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/8/2004,4.25,0,,,36,46,25,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/9/2004,9.4,0,,,43,52,33,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/10/2004,10.07,0,,,51,61,41,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/11/2004,15.43,0,,,38,50,25,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/12/2004,9.17,0,,,36,48,23,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/13/2004,4.7,0,,,34,47,21,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/14/2004,3.8,0,,,35,50,20,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/15/2004,3.36,0.05,,,38,48,27,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/16/2004,7.83,0,,,50,55,45,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/17/2004,8.72,0.01,,,58,63,52,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/18/2004,5.82,0.27,,,56,62,49,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/19/2004,6.49,0.27,,,51,54,48,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/20/2004,12.53,0,,,48,53,42,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/21/2004,4.47,0,,,37,44,29,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/22/2004,4.92,0,,,41,47,34,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/23/2004,9.4,0.02,,,43,51,34,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/24/2004,17,0.35,,,34,41,27,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/25/2004,6.71,0,,,23,30,15,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/26/2004,8.28,0.03,,,36,43,28,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/27/2004,16.11,0.48,,,42,47,36,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/28/2004,8.28,0,,,36,42,30,0
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/29/2004,3.36,0.05,,,35,37,32,0
